SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
3595,Lamminlien Gangte,OUTER MANIPUR,JD(U),0,Illiterate,"Rs 51,77,000","Rs 0, "
3596,Lata Sinha,NALANDA,IND,0,Post Graduate,"Rs 23,30,367","Rs 64,000, "
3597,Lataben Ashokkumar Dwivedi,NAVSARI,IND,0,10th Pass,"Rs 17,94,000","Rs 75,000, "
3598,Lawrence Anthony,ROBERTSGANJ,IND,0,12th Pass,"Rs 12,30,000","Rs 0, "
3599,Lawrencia Lakra,SUNDARGARH,IND,0,12th Pass,"Rs 1,500","Rs 0, "
3600,Laxman,FARIDABAD,IND,0,Not Given,"Rs 1,27,600","Rs 0, "
3601,Laxman,RAJSAMAND,Jai Maha Bharath Party,0,5th Pass,"Rs 3,97,073","Rs 18,000, "
3602,Laxman Bhanudas Sonale,AHMEDNAGAR,IND,0,Graduate,"Rs 33,09,077","Rs 0, "
3603,Laxman Bhil,UDAIPUR,BSP,0,5th Pass,"Rs 2,77,900","Rs 0, "
3604,Laxman Bukya,MAHABUBABAD,IND,0,5th Pass,"Rs 23,60,000","Rs 0, "
3605,Laxman Giluwa,SINGHBHUM,BJP,,12th Pass,"Rs 80,94,301","Rs 1,08,145, "
3606,Laxman Lal Kaiwart,KORBA,Chhattisgarhiya Party,0,12th Pass,"Rs 1,27,580","Rs 0, "
3607,Laxmanbhai Chhaganbhai Vadia,VALSAD,CPI(ML)L,,5th Pass,"Rs 11,04,125","Rs 0, "
3608,Laxmi,FIROZABAD,Bhartiya Shakti Chetna Party,0,Graduate,"Rs 7,10,078","Rs 20,000, "
3609,Laxmi Narayan,FIROZABAD,Rashtriya Janwadi Party (Krantikari),0,Graduate,"Rs 26,58,630","Rs 15,71,154, "
3610,Laxmi Narayan Yadav,SAGAR,BJP,,Graduate Professional,"Rs 2,39,62,099","Rs 9,56,348, "
3611,Laxmikant,KARAULI DHOLPUR,IND,0,Graduate,"Rs 51,000","Rs 0, "
3612,Laxmilal Gameti,UDAIPUR,Socialist Party (India),0,Literate,"Rs 2,55,700","Rs 0, "
3613,Laxminarayan Dehariya,BALAGHAT,Bahujan Mukti Party,,12th Pass,"Rs 17,10,000","Rs 0, "
3614,Laxminarayana Borra,MAHABUBABAD,IND,0,5th Pass,"Rs 10,000","Rs 0, "
3615,Lekhraj,DHAURAHRA,AITC,0,Graduate,"Rs 3,35,000","Rs 0, "
3616,Lenin M,SIVAGANGA,IND,0,12th Pass,"Rs 1,48,120","Rs 0, "
3617,Lenkala Prabhakar Reddy,KARIMNAGAR,Pyramid Party of India,0,Graduate,"Rs 60,000","Rs 0, "
3618,Lily Prema Kujur,SUNDARGARH,Bahujan Mukti Party,0,12th Pass,"Rs 1,61,000","Rs 0, "
3619,Lingala Ravi Kumar,KHAMMAM,IND,0,10th Pass,"Rs 6,50,000","Rs 0, "
3620,Lingam.P,TENKASI,CPI,,Graduate,"Rs 14,07,450","Rs 3,41,191, "
3621,Lingaraj Pradhan,BARGARH,AAP,0,Post Graduate,"Rs 24,70,000","Rs 0, "
3622,Lingaraj Sabara@Gomango,KORAPUT,IND,0,Post Graduate,"Rs 54,62,041","Rs 11,23,000, "
3623,Lodhi Seema Kaushik,RAJNANDGAON,SP,0,8th Pass,"Rs 1,07,20,000","Rs 12,40,000, "
3624,Loganathan,CHENNAI SOUTH,IND,0,5th Pass,"Rs 2,05,500","Rs 0, "
3625,Loganathan P,TIRUVANNAMALAI,IND,0,10th Pass,"Rs 1,80,000","Rs 0, "
3626,Lokhande Ganesh Haibatrao,RAMTEK,IND,0,Graduate Professional,"Rs 5,48,000","Rs 600, "
3627,Lokhande Sadashiv Kisan,SHIRDI,SHS,,10th Pass,"Rs 3,81,76,143","Rs 14,97,168, "
3628,Loknath Mahto,HAZARIBAGH,AJSU Party,,12th Pass,"Rs 2,31,39,387","Rs 2,36,074, "
3629,Lotan,SANT KABIR NAGAR,Shoshit Samaj Dal,0,Graduate,"Rs 5,03,000","Rs 0, "
3630,Lotan Singh,BAREILLY,IND,,10th Pass,"Rs 14,70,000","Rs 0, "
3631,Love Kishor,JALANDHAR,IND,0,Literate,"Rs 48,450","Rs 0, "
3632,Lovely Anand,SHEOHAR,SP,,Graduate,"Rs 1,28,04,755","Rs 0, "
3633,Lt Col Sp Singh,GAUTAM BUDHHA NAGAR,Nav Bharat Democratic Party,0,Graduate,"Rs 1,77,77,227","Rs 0, "
3634,Lubna Sarwath,HYDERABAD,AAP,0,Doctorate,"Rs 65,500","Rs 0, "
3635,Lukman Khan,NEW DELHI,IND,,5th Pass,"Rs 37,86,699","Rs 0, "
3636,M .K Raghavan,KOZHIKODE,INC,0,Graduate,"Rs 61,64,901","Rs 15,58,128, "
3637,M A Habeeb,HYDERABAD,IND,,10th Pass,"Rs 1,41,000","Rs 0, "
3638,M Ahamed Shahjahan,SALEM,IND,0,Post Graduate,"Rs 41,00,000","Rs 0, "
3639,M B Rajesh,PALAKKAD,CPI(M),,Graduate Professional,"Rs 46,76,316","Rs 7,00,680, "
3640,M C Mittal Jai Gurudeo Tatdhari,BHOPAL,IND,0,12th Pass,"Rs 80,70,000","Rs 5,69,170, "
3641,M D Mainuddin Khan Alias Asfiya,UDUPI CHIKMAGALUR,IND,0,8th Pass,"Rs 1,63,000","Rs 0, "
3642,M G Purushothaman,CHALAKUDY,BSP,0,Others,"Rs 2,96,000","Rs 78,000, "
3643,M I Shanavas,WAYANAD,INC,0,Post Graduate,"Rs 2,71,22,055","Rs 77,11,000, "
3644,M Khamchinpau Zou,OUTER MANIPUR,AAP,0,Post Graduate,"Rs 10,10,616","Rs 0, "
3645,M M Paulose,ALAPPUZHA,IND,0,10th Pass,"Rs 73,22,508","Rs 0, "
3646,M P Veerendrakumar,PALAKKAD,Socialist Janata (Democratic),,Post Graduate,"Rs 40,45,97,140","Rs 5,35,694, "
3647,M Raghavan,KOZHIKODE,IND,0,10th Pass,"Rs 2,04,93,829","Rs 0, "
3648,M Ramana Reddy,NANDYAL,IND,0,8th Pass,"Rs 3,20,000","Rs 0, "
3649,M Shivanna,CHAMARAJANAGAR,JD(S),,Graduate Professional,"Rs 3,14,02,152","Rs 78,52,000, "
3650,M Veerappa Moily,CHIKKBALLAPUR,INC,0,Graduate Professional,"Rs 13,73,66,682","Rs 3,94,33,827, "
3651,M Venkatesan,MADURAI,IND,0,Post Graduate,"Rs 22,13,164","Rs 6,20,397, "
3652,M. Arumugam,CHENNAI SOUTH,IND,0,8th Pass,"Rs 3,74,000","Rs 0, "
3653,M. Baby,KOLLAM,IND,0,10th Pass,"Rs 18,71,596","Rs 0, "
3654,M. Chittibabu,PONDICHERRY,IND,0,Graduate,"Rs 77,45,000","Rs 0, "
3655,M. Hanumantha Reddy,KADAPA,BSP,0,12th Pass,"Rs 56,13,000","Rs 20,00,000, "
3656,M. Javed A. Wahab,JALNA,IND,0,12th Pass,"Rs 1,05,10,000","Rs 0, "
3657,M. Jayaraman,CHENNAI SOUTH,IND,0,Graduate,"Rs 6,34,836","Rs 0, "
3658,M. Karunakaran,TIRUCHIRAPPALLI,Lok Satta Party,0,Post Graduate,"Rs 73,19,600","Rs 0, "
3659,M. Kumbhaiah,CHITRADURGA,JD(U),0,Graduate Professional,"Rs 3,82,91,000","Rs 49,50,000, "
3660,M. Marie Uthriyanathan,PONDICHERRY,Samata Party,,8th Pass,"Rs 4,54,250","Rs 4,78,409, "
3661,M. Mohamed Rasik,CHENNAI CENTRAL,IND,0,Graduate,"Rs 1,00,000","Rs 0, "
3662,M. Murugan,CHENNAI CENTRAL,IND,0,Graduate Professional,"Rs 9,54,117","Rs 0, "
3663,M. N. Kutty,THRISSUR,IND,0,10th Pass,"Rs 42,51,600","Rs 1,20,000, "
3664,M. Prabakaran,CHENNAI CENTRAL,IND,0,10th Pass,"Rs 63,66,720","Rs 2,15,000, "
3665,M. Ramadass,PONDICHERRY,IND,0,Doctorate,"Rs 80,94,600","Rs 6,04,861, "
3666,M. Shahid,MEERUT,BSP,0,5th Pass,"Rs 1,98,99,84,945","Rs 10,38,07,610, "
3667,M. Venkatesan,VILUPPURAM,CPI(ML)L,0,Graduate,"Rs 7,81,450","Rs 32,500, "
3668,M.A. Baby,KOLLAM,CPI(M),,Graduate,"Rs 64,30,619","Rs 6,25,000, "
3669,M.Anjan Kumar Yadav,SECUNDERABAD,INC,0,Graduate,"Rs 1,86,30,800","Rs 28,35,000, "
3670,M.Badhusha,TIRUCHIRAPPALLI,IND,0,Literate,"Rs 8,15,000","Rs 0, "
3671,M.Chandrakasi,CHIDAMBARAM,AIADMK,0,Graduate,"Rs 72,43,646","Rs 20,20,472, "
3672,M.Durairaj,ARANI,IND,0,Post Graduate,"Rs 3,50,000","Rs 0, "
3673,M.Gopalakrishnan,MADURAI,IND,,10th Pass,"Rs 37,98,200","Rs 10,40,000, "
3674,M.K.Vishnu Prasad,ARANI,INC,,Graduate Professional,"Rs 11,05,71,761","Rs 2,36,91,877, "
3675,M.Kamacis,MADURAI,AAP,0,Graduate Professional,"Rs 44,94,623","Rs 9,66,227, "
3676,M.Kathirvel,VILUPPURAM,IND,0,5th Pass,"Rs 15,01,500","Rs 0, "
3677,M.Lalmanzuala,MIZORAM,AAP,0,Graduate,"Rs 6,38,00,000","Rs 0, "
3678,M.M. Abdul Bari,MURSHIDABAD,IUML,0,Others,"Rs 4,44,293","Rs 0, "
3679,M.Mahesh Alias Harsha,HASSAN,IND,0,10th Pass,"Rs 37,777","Rs 0, "
3680,M.Meenakshisundaram,MADURAI,IND,0,Post Graduate,"Rs 42,35,311","Rs 80,000, "
3681,M.Mohammed Ali,MADURAI,Samata Party,0,5th Pass,"Rs 2,45,086","Rs 0, "
3682,M.Mohandass,TIRUCHIRAPPALLI,IND,0,Graduate,"Rs 2,16,87,000","Rs 27,45,000, "
3683,M.Muniyappa,KOLAR,IND,0,8th Pass,"Rs 20,60,000","Rs 0, "
3684,M.Munusamy,ARANI,IND,0,8th Pass,"Rs 2,96,000","Rs 0, "
3685,M.Nageswara Rao,MALKAJGIRI,IND,0,Post Graduate,"Rs 64,69,266","Rs 0, "
3686,M.P. Sayed Mohammaed Koya,LAKSHADWEEP,BJP,0,Graduate,"Rs 1,40,73,985","Rs 0, "
3687,M.P.Mannan,KALLAKURICHI,IND,0,Post Graduate,"Rs 5,67,061","Rs 0, "
3688,M.P.Munawer Shariff,BANGALORE RURAL,IND,0,Others,"Rs 25,000","Rs 0, "
3689,M.Palanisamy,TIRUPPUR,IND,0,10th Pass,"Rs 70,50,442","Rs 10,00,000, "
3690,M.Pushparayan,THOOTHUKKUDI,AAP,,Post Graduate,"Rs 87,75,806","Rs 0, "
3691,M.Rajendran,TIRUPPUR,IND,0,12th Pass,"Rs 3,00,000","Rs 0, "
3692,M.S. Mainuddin,SHIMOGA,IND,0,10th Pass,"Rs 1,60,000","Rs 0, "
3693,M.S.Narayanaswamy,KOLAR,IND,0,10th Pass,"Rs 1,000","Rs 0, "
3694,M.Saravanan,SIVAGANGA,IND,0,12th Pass,"Rs 38,70,000","Rs 0, "
3695,M.Satheesh,VIRUDHUNAGAR,IND,0,Graduate,"Rs 2,06,911","Rs 0, "
3696,M.Senthilnathan,TIRUPPUR,DMK,0,Post Graduate,"Rs 20,32,78,896","Rs 12,79,59,469, "
3697,M.Sudhakar Naidu,HINDUPUR,IND,0,12th Pass,"Rs 58,83,944","Rs 5,97,451, "
3698,M.T. Ramesh,PATHANAMTHITTA,BJP,0,Graduate,"Rs 10,39,808","Rs 0, "
3699,M.T.Varughese,MALKAJGIRI,IND,0,8th Pass,"Rs 1,12,30,422","Rs 3,03,440, "
3700,M.Umashankar,VILUPPURAM,IND,0,Literate,"Rs 30,000","Rs 0, "
3701,M.V. Omalingam,PONDICHERRY,AIADMK,0,Others,"Rs 2,64,12,176","Rs 2,16,00,000, "
3702,Maadam Poonamben Hematbhai,JAMNAGAR,BJP,0,Graduate,"Rs 17,43,72,249","Rs 6,28,24,615, "
3703,Machendar,BIDAR,IND,0,Post Graduate,"Rs 1,10,00,000","Rs 5,50,000, "
3704,Machindra Kadapure,CHIKKODI,BSP,0,Illiterate,"Rs 1,01,000","Rs 0, "
3705,Madam Vikrambhai Arjanbhai,JAMNAGAR,INC,0,Graduate,"Rs 2,59,46,450","Rs 18,16,432, "
3706,Madan,AZAMGARH,AITC,0,10th Pass,"Rs 39,55,000","Rs 0, "
3707,Madan Bhatti,SANGRUR,BSP,0,10th Pass,"Rs 61,66,306","Rs 3,26,000, "
3708,Madan Lal,BADAUN,National Party,0,10th Pass,"Rs 14,47,000","Rs 0, "
3709,Madan Lal Sahu,RAIPUR,CPI(ML) Red Star,0,Graduate,"Rs 21,76,006","Rs 4,60,586, "
3710,Madan Lal Sharma,JAMMU,INC,0,10th Pass,"Rs 1,88,43,802","Rs 3,84,929, "
3711,Madan Mohan Ram,DHANBAD,BSP,,10th Pass,"Rs 6,72,000","Rs 0, "
3712,Madan Mohan Singh Tomar,GWALIOR,Bhartiya Jan Yug Party,0,12th Pass,"Rs 47,95,500","Rs 8,704, "
3713,Madhab Rajbangshi,MANGALDOI,AGP,0,Graduate Professional,"Rs 67,79,962","Rs 54,80,000, "
3714,Madhaba Sardar,KEONJHAR,INC,0,Post Graduate,"Rs 17,57,015","Rs 99,665, "
3715,Madhav,BAHRAICH,Lok Dal,0,5th Pass,"Rs 58,251","Rs 0, "
3716,"Madhavan, P.",VIRUDHUNAGAR,IND,0,5th Pass,"Rs 21,05,703","Rs 0, "
3717,Madhavan.T,THANJAVUR,IND,0,Not Given,"Rs 4,41,000","Rs 1,06,842, "
3718,"Madhavaraj, K.V. Thiru.",SRIPERUMBUDUR,IND,,12th Pass,"Rs 95,307","Rs 2,225, "
3719,Madhu Nirupaben Natvarlal,BANASKANTHA,IND,0,Graduate Professional,"Rs 2,54,630","Rs 0, "
3720,"Madhu Sudan Yadav,",BHUBANESWAR,BSP,0,Graduate,"Rs 20,50,000","Rs 1,440, "
3721,Madhu Sudhan Das,SILCHAR,IND,0,12th Pass,"Rs 72,053","Rs 0, "
3722,Madhu Yaskhi Goud,NIZAMABAD,INC,0,Post Graduate,"Rs 29,89,19,187","Rs 50,98,943, "
3723,Madhukar Baburao Kambale,SANGLI,IND,0,8th Pass,"Rs 7,42,800","Rs 0, "
3724,Madhur Sheel,MUZAFFARPUR,Jai Maha Bharath Party,0,Graduate,"Rs 52,26,000","Rs 5,00,000, "
3725,Madhuri,UJIARPUR,Bahujan Mukti Party,0,Graduate Professional,"Rs 37,91,100","Rs 0, "
3726,Madhuri Pushker,BHARATPUR,IND,0,12th Pass,"Rs 78,63,409","Rs 0, "
3727,Madhusudan Bag,ARAMBAG,BJP,0,Post Graduate,"Rs 54,72,260","Rs 13,41,710, "
3728,Magadum Ismail Magadum,CHIKKODI,IND,,10th Pass,"Rs 20,27,500","Rs 6,00,000, "
3729,Magesh.S.,TENKASI,IND,0,Graduate,"Rs 20,000","Rs 0, "
3730,Magunta Srinivasulu Reddy,ONGOLE,TDP,0,Graduate,"Rs 18,78,48,488","Rs 8,25,78,365, "
3731,Mahabal Mishra,WEST DELHI,INC,,12th Pass,"Rs 38,82,26,286","Rs 86,91,614, "
3732,Mahabali Singh,KARAKAT,JD(U),,8th Pass,"Rs 3,34,37,255","Rs 0, "
3733,Mahabeer Prasad Kumawat,JHUNJHUNU,IND,0,10th Pass,"Rs 15,16,293","Rs 0, "
3734,Mahadeo Jagannath Jankar,BARAMATI,Rashtriya Samaj Paksha,0,Others,"Rs 68,74,700","Rs 0, "
3735,Mahadev Bhimsha,GULBARGA,BSP,,Graduate,"Rs 92,22,545","Rs 8,25,000, "
3736,Mahadev Kumar,BHAGALPUR,IND,,10th Pass,"Rs 21,82,100","Rs 1,85,000, "
3737,Mahadev Ravinath Pahan,KHUNTI,Rashtriya Deshaj Party,0,12th Pass,"Rs 21,37,028","Rs 0, "
3738,Mahadeva Swamy. B. M,BANGALORE SOUTH,Bharatiya Dr. B.R.Ambedkar Janta Party,0,12th Pass,"Rs 8,12,200","Rs 5,86,200, "
3739,Mahadik Prahlad Dagadu,BARAMATI,IND,0,12th Pass,"Rs 2,01,05,000","Rs 3,55,000, "
3740,Mahalingam,VIRUDHUNAGAR,Desiya Forward Bloc,0,5th Pass,"Rs 29,06,722","Rs 8,10,000, "
3741,Mahameghabahan Aira Kharabela Swain,CUTTACK,Aama Odisha Party,0,Post Graduate,"Rs 32,25,000","Rs 0, "
3742,Mahant Chand Nath Yogi,ALWAR,BJP,0,Graduate,"Rs 1,99,653","Rs 0, "
3743,Mahant Gopal Das Baba Shahab,BHOPAL,IND,0,Literate,"Rs 1,08,000","Rs 0, "
3744,Maharaj Singh Dhangar,AGRA,SP,0,5th Pass,"Rs 2,57,98,815","Rs 10,95,365, "
3745,Maharam Singh,MATHURA,Bahujan Mukti Party,0,Post Graduate,"Rs 24,535","Rs 0, "
3746,Mahatalal Barkade,MANDLA,NPP,0,8th Pass,"Rs 2,08,000","Rs 0, "
3747,Mahaveer Parshad Manjhi,SHAHDOL,IND,0,8th Pass,"Rs 45,68,000","Rs 0, "
3748,Mahavir Singh,BHIWANI MAHENDRAGARH,IND,0,12th Pass,"Rs 1,30,100","Rs 0, "
3749,Mahboob Alam Ansari,BANKA,Bharatiya Momin Front,0,Post Graduate,"Rs 80,71,913","Rs 0, "
3750,Mahemood Bhaijaan,DHULE,Awami Vikas Party,0,Graduate Professional,"Rs 9,64,000","Rs 2,35,000, "
3751,Mahender Jat,GURGAON,IND,0,Graduate Professional,"Rs 1,02,06,000","Rs 4,00,000, "
3752,Mahendra Gawade,KANKER,IND,0,12th Pass,"Rs 3,06,413","Rs 0, "
3753,Mahendra K. Choudhary,JALORE,IND,0,12th Pass,"Rs 2,61,13,500","Rs 0, "
3754,Mahendra Kishor Mehta,HAZARIBAGH,IND,0,10th Pass,"Rs 10,35,500","Rs 0, "
3755,Mahendra Kumar,BHARATPUR,BSP,0,10th Pass,"Rs 2,17,62,465","Rs 12,75,000, "
3756,Mahendra Kumar,GUNA,IND,,Graduate,"Rs 17,60,000","Rs 3,20,000, "
3757,Mahendra Kumar,MOHANLALGANJ,Awami Samta Party,0,12th Pass,"Rs 1,14,000","Rs 0, "
3758,Mahendra Kumar,KAUSHAMBI,INC,0,Post Graduate,"Rs 67,65,562","Rs 5,50,000, "
3759,Mahendra Kumar,KOTA,IND,0,10th Pass,"Rs 2,59,127","Rs 0, "
3760,Mahendra Kumar,ALLAHABAD,Bahujan Mukti Party,0,Post Graduate,"Rs 2,75,600","Rs 0, "
3761,Mahendra Kumar Choudhary,SAGAR,IND,0,Post Graduate,"Rs 1,46,079","Rs 0, "
3762,Mahendra Kumar Roy,JALPAIGURI,CPI(M),0,Graduate,"Rs 1,06,95,976","Rs 0, "
3763,Mahendra Mishra,VARANASI,IND,0,12th Pass,"Rs 37,88,275","Rs 0, "
3764,Mahendra Murmu,GODDA,Jharkhand Vikas Dal,0,Post Graduate,"Rs 16,58,000","Rs 0, "
3765,Mahendra Nath,CHANDAULI,BJP,0,Doctorate,"Rs 2,64,89,505","Rs 11,14,000, "
3766,Mahendra Oraon,LOHARDAGA,IND,0,12th Pass,"Rs 21,80,000","Rs 20,000, "
3767,Mahendra Prasad,SITAMARHI,Samajwadi Janata Party (Rashtriya),0,Graduate,"Rs 16,06,100","Rs 0, "
3768,Mahendra Prasad Lama,DARJEELING,IND,0,Doctorate,"Rs 3,44,38,296","Rs 39,00,024, "
3769,Mahendra Pratap Singh,DAMOH,INC,0,Post Graduate,"Rs 2,81,67,705","Rs 1,00,395, "
3770,Mahendra Ravidas,KODARMA,Bahujan Mukti Party,0,Graduate,"Rs 8,89,868","Rs 1,33,210, "
3771,Mahendra Tulshiram Bhingardive,MUMBAI SOUTH CENTRAL,IND,0,Graduate,"Rs 1,26,15,000","Rs 6,18,747, "
3772,"Mahendran, T.",KARUR,IND,0,12th Pass,"Rs 5,84,794","Rs 0, "
3773,Mahendran. K.P.P.,CHENNAI NORTH,IND,0,10th Pass,"Rs 4,81,953","Rs 0, "
3774,Mahendran. M,POLLACHI,IND,0,Literate,"Rs 13,000","Rs 9,000, "
3775,Mahendran.C,POLLACHI,AIADMK,0,Post Graduate,"Rs 23,14,30,367","Rs 1,81,28,825, "
3776,Mahendrapal,BADAUN,Bhartiya Shakti Chetna Party,0,10th Pass,"Rs 43,00,000","Rs 0, "
3777,Mahesh,AMROHA,RPI(A),0,12th Pass,"Rs 3,40,000","Rs 0, "
3778,Mahesh,BARABANKI,IND,0,Post Graduate,"Rs 44,30,000","Rs 0, "
3779,Mahesh,GAUTAM BUDHHA NAGAR,IND,0,Graduate Professional,"Rs 31,01,000","Rs 0, "
3780,Mahesh Basappa Nandihal,BAGALKOT,Karunaadu Party,,Graduate,"Rs 23,40,300","Rs 4,34,000, "
3781,Mahesh Bhandari,PALI,AAP,0,Post Graduate,"Rs 17,67,79,000","Rs 1,42,41,000, "
3782,Mahesh Chandra,KHAJURAHO,Rashtriya Samanta Dal,0,Others,"Rs 34,72,884","Rs 0, "
3783,Mahesh Chandra Mohanty,ASKA,BJP,0,Graduate,"Rs 27,02,481","Rs 10,21,000, "
3784,Mahesh Dubey,CHHINDWARA,AAP,0,Graduate,"Rs 5,00,000","Rs 0, "
3785,Mahesh Giri,EAST DELHI,BJP,,10th Pass,"Rs 52,16,375","Rs 4,00,000, "
3786,Mahesh Harpaal,RAIPUR,Shakti Sena (Bharat Desh),0,10th Pass,"Rs 5,00,000","Rs 0, "
3787,Mahesh Jaysing Pawara,NANDURBAR,IND,0,Graduate,"Rs 3,00,000","Rs 0, "
3788,Mahesh Joshi,JAIPUR,INC,0,Doctorate,"Rs 2,92,52,918","Rs 47,81,745, "
3789,Mahesh Kumar,MOHANLALGANJ,IND,,Illiterate,"Rs 7,88,930","Rs 0, "
3790,Mahesh Kumar,GONDA,Janvadi Party(Socialist),0,Post Graduate,"Rs 12,20,997","Rs 0, "
3791,Mahesh Kumar,SITAMARHI,BSP,,Post Graduate,"Rs 1,21,36,000","Rs 8,00,000, "
3792,Mahesh Kumar Raniwal,KOTA,Aarakshan Virodhi Party,0,8th Pass,"Rs 2,81,100","Rs 0, "
3793,Mahesh Mandal,KATIHAR,Bahujan Mukti Party,,Doctorate,"Rs 18,21,376","Rs 0, "
3794,Mahesh Nandan Singh,SITAMARHI,IND,0,Graduate,"Rs 17,01,000","Rs 0, "
3795,Mahesh Paswan,NALANDA,Bharat Bhrashtachar Mitao Party,,Graduate,"Rs 19,30,000","Rs 0, "
3796,Mahesh Paswan,MUZAFFARPUR,IND,0,Graduate,"Rs 5,40,000","Rs 0, "
3797,Mahesh Pratap Sharma,MATHURA,Rashtriya Vikas Party,0,Graduate Professional,"Rs 1,88,81,596","Rs 0, "
3798,Mahesh Rai,MUZAFFARPUR,Bahujan Mukti Party,0,8th Pass,"Rs 3,95,73,603","Rs 77,600, "
3799,Mahesh Sharma,GAUTAM BUDHHA NAGAR,BJP,0,Graduate Professional,"Rs 47,37,97,545","Rs 4,09,05,738, "
3800,Mahesh Singh Yadav,CHATRA,JD(U),0,Graduate,"Rs 4,40,79,939","Rs 32,81,756, "
3801,Mahesh Waman Manjrekar,MUMBAI NORTH WEST,MNS,0,12th Pass,"Rs 5,83,19,993","Rs 2,52,40,470, "
3802,Maheshwar Hazari,SAMASTIPUR,JD(U),0,Graduate,"Rs 2,14,64,499","Rs 69,41,446, "
3803,Mahgoo,SATNA,Dalit Vikas Party(Bharat),0,Graduate,"Rs 30,27,000","Rs 0, "
3804,Mahida Mahendrasinh Sahebsinh,ANAND,SP,0,12th Pass,"Rs 40,85,000","Rs 0, "
3805,Mahima J Patel,DAVANAGERE,JD(S),0,Graduate Professional,"Rs 2,96,83,292","Rs 12,45,000, "
3806,Mahinder Pal,KARNAL,IND,0,5th Pass,"Rs 84,01,000","Rs 80,00,000, "
3807,Mahinder Singh Hamira,KHADOOR SAHIB,IND,,5th Pass,"Rs 25,25,000","Rs 0, "
3808,Mahmad Azam Haiderkhan Pathan,MAHESANA,IND,,8th Pass,"Rs 25,22,354","Rs 0, "
3809,Mahmood Ahmed Thind,SANGRUR,IUML,0,Graduate Professional,"Rs 29,30,897","Rs 4,00,000, "
3810,Mahmood Hassan,KARNAL,IND,0,8th Pass,"Rs 16,22,345","Rs 6,40,000, "
3811,Mahmood Mohiuddin,ZAHIRABAD,Yuvajana Sramika Rythu Congress Party,,8th Pass,"Rs 4,03,51,658","Rs 1,11,50,000, "
3812,Majethiya Samratbhai Jerambhai,SURENDRANAGAR,Hindustan Janta Party,0,Literate,"Rs 27,58,000","Rs 0, "
3813,Makasud Ali,FAIZABAD,Peace Party,0,8th Pass,"Rs 23,10,000","Rs 30,00,000, "
3814,Makhan Lal,BATHINDA,Bahujan Samaj Party (Ambedkar),0,8th Pass,"Rs 91,000","Rs 0, "
3815,Makkhan,TONK SAWAI MADHOPUR,IND,,10th Pass,"Rs 4,54,53,872","Rs 1,21,02,619, "
3816,Makkhan Sah,KHAGARIA,Samajwadi Janata Party (Rashtriya),0,Graduate,"Rs 64,70,304","Rs 0, "
3817,Maksud Iliyas Khan,NASHIK,IND,,10th Pass,"Rs 1,34,285","Rs 5,30,000, "
3818,Maksud Mirza,NAVSARI,INC,0,10th Pass,"Rs 5,70,000","Rs 0, "
3819,Makwana Ishwarbahi Dhanabhai,AHMEDABAD WEST,INC,,Graduate,"Rs 93,55,477","Rs 5,50,000, "
3820,Makwana Ukabhai Amrabhai,SURENDRANAGAR,IND,0,Graduate Professional,"Rs 6,90,000","Rs 0, "
3821,Makwana Vasharambhai Karshanbhai,SURENDRANAGAR,IND,0,Post Graduate,"Rs 1,29,000","Rs 0, "
3822,Mala Devi,DHAURAHRA,VANCHITSAMAJ INSAAF PARTY,0,12th Pass,"Rs 5,97,500","Rs 0, "
3823,Mala Rajya Laxmi Shah,TEHRI GARHWAL,BJP,0,12th Pass,"Rs 1,66,21,09,875","Rs 1,49,00,000, "
3824,Mala Roy,KOLKATA DAKSHIN ,INC,0,Graduate,"Rs 76,14,468","Rs 17,00,000, "
3825,Malagi Shivakumar Giriyappa,BELLARY,AAP,0,Post Graduate,"Rs 85,80,500","Rs 0, "
3826,Malam Singh,BARMER,BSP,0,Post Graduate,"Rs 17,52,238","Rs 5,30,000, "
3827,Malathi Latha Eppa,SECUNDERABAD,Jantantra Party,0,Post Graduate,"Rs 42,27,860","Rs 24,23,000, "
3828,Malek Sabirhusen Ismaelbhai,KHEDA,IND,0,8th Pass,"Rs 75,000","Rs 0, "
3829,Malek Sadikhusen Mahmadhusen,KHEDA,IND,0,8th Pass,"Rs 1,65,000","Rs 0, "
3830,Malek Yakubmiya Nabimiya,KHEDA,IND,0,10th Pass,"Rs 10,38,000","Rs 0, "
3831,Mali Sharad Sahebrao,DINDORI,BSP,0,12th Pass,"Rs 2,10,000","Rs 0, "
3832,Malik Mohtasim Ali Khan,NIZAMABAD,Welfare Party Of India,0,Post Graduate,"Rs 19,75,000","Rs 0, "
3833,Malik Ram Thakur,KANKER,Ambedkarite Party of India,0,10th Pass,"Rs 23,97,500","Rs 8,05,000, "
3834,Malikhan Singh,FARRUKHABAD,IND,0,Graduate Professional,"Rs 13,22,500","Rs 0, "
3835,Malkhan Patel,JABALPUR,IND,0,Not Given,"Rs 17,38,000","Rs 0, "
3836,Mallela Babu Rao,GUNTUR,BSP,0,Post Graduate,"Rs 64,13,204","Rs 10,62,915, "
3837,Mallela Venkata Rao,GUNTUR,Jai Samaikyandhra Party,0,12th Pass,"Rs 69,07,000","Rs 13,50,000, "
3838,Mallesh Yadav Barla,KARIMNAGAR,IND,0,Graduate,"Rs 10,20,000","Rs 1,20,000, "
